Time,Title,Content,URL
"9:21  AM ET Thu, 12 Oct 2017",House budget chair: Economic growth 'will be larger' than 2.6% because of tax overhaul,Rep. Diane Black says the House got that number with data from the nonpartisan Congressional Budget Office and economists.,https://www.cnbc.com/2017/10/12/house-budget-chair-we-estimate-the-gop-tax-plan-boosting-economic-growth-to-2-point-6-percent--i-think-it-will-be-larger.html
"1:37  PM ET Thu, 12 Oct 2017",Trump: We can't keep helping battered Puerto Rico 'forever',"""Shame on you!"" the mayor of San Juan tweets after President Trump partly blames Puerto Rico's hurricane devastation on the island itself.",https://www.cnbc.com/2017/10/12/trump-we-cant-keep-helping-puerto-rico-forever.html
"4:49  PM ET Thu, 12 Oct 2017","General Motors plans to temporarily shut down Detroit factory over slow demand, report says","General Motors will temporarily close a Detroit factory over slow sales, The Wall Street Journal reported Thursday, citing unnamed sources.",https://www.cnbc.com/2017/10/12/gm-plans-to-temporarily-shut-down-detroit-factory-report-says.html
"5:42  PM ET Thu, 12 Oct 2017","Trump wants to reproduce Reagan's tax reform win, but he's missing all the key ingredients","Tax reform is never easy, which is why it hasn't happened since 1986. But it's harder in 2017 for two fundamental reasons.",https://www.cnbc.com/2017/10/12/trump-wants-to-reproduce-reagans-tax-reform-win-but-hes-missing-all-the-key-ingredients.html
"11:35  AM ET Mon, 13 Nov 2017","AI will obliterate half of all jobs, starting with white collar, says ex-Google China president","Everyone needs to rethink the practical and social impact of fewer jobs in the future, Kai-Fu Lee says.",https://www.cnbc.com/2017/11/13/ex-google-china-president-a-i-to-obliterate-white-collar-jobs-first.html
"4:26  PM ET Mon, 13 Nov 2017",Trump calls for major last-minute changes to GOP tax plans,Trump wants GOP lawmakers to repeal the Obamacare individual mandate to further cut taxes for high-income Americans.,https://www.cnbc.com/2017/11/13/donald-trump-pushes-for-gop-tax-reform-plan-changes.html
"11:39  AM ET Mon, 13 Nov 2017","Itxe2x80x99s time to kill the tax that gave us marriage equality, says Log Cabin Republicans president","The death tax compelled the federal government to recognize same-sex unions. Now it's time to kill it, says Gregory T. Angelo.",https://www.cnbc.com/2017/11/13/death-tax-gave-us-marriage-equality-now-it-needs-to-die-lgbt-republican-commentary.html
"9:10  AM ET Mon, 13 Nov 2017",The 'second-most' important job at the Fed will soon be vacant. Here's who may get it,Replacing New York Fed President Bill Dudley may be one of the most controversial Fed appointments in recent memory.,https://www.cnbc.com/2017/11/10/ny-fed-president-dudleys-replacement-likely-to-be-controversial.html
"8:12  PM ET Sun, 12 Nov 2017","Harker eyes inflation, stands by Fed rate hike next month","A Fed official said he expects to back an interest rate hike next month despite caution over the low-inflation ""conundrum.""",https://www.cnbc.com/2017/11/12/harker-eyes-inflation-stands-by-fed-rate-hike-next-month.html
"11:12  PM ET Sun, 12 Nov 2017",Hundreds of millionaires are banding together to tell Congress: Raise our taxes,Over 400 wealthy Americans are reportedly sending a letter to Congress asking for a tax hike on the rich.,https://www.cnbc.com/2017/11/12/hundreds-of-millionaires-are-banding-together-to-tell-congress-raise-our-taxes.html
"11:44  AM ET Thu,  9 Nov 2017","Bill Gates, Jeff Bezos, Warren Buffett have more wealth than half the population of the US combined",A new report from the Institute for Policy Studies highlights the extreme inequality in America.,https://www.cnbc.com/2017/11/09/gates-bezos-buffett-have-more-wealth-than-half-the-us-combined.html
"1:58  PM ET Thu,  9 Nov 2017","Dick Bove: How 2 plans brewing in Washington could crush home prices, boost banks","Washington is becoming more hostile to homeowners, which could have devastating consequences, says equity research analyst Dick Bove.",https://www.cnbc.com/2017/11/09/washington-plans-could-crush-home-prices-boost-banks-commentary.html
"8:06  AM ET Thu,  9 Nov 2017","Goldman Sachs CEO: China's economy will surpass the US, and by one measure it already has","On ""purchasing power,"" China has already topped the U.S. economy, Lloyd Blankfein says.",https://www.cnbc.com/2017/11/09/goldman-sachs-ceo-lloyd-blankfein-chinese-economy-will-surpass-the-us.html
"12:23  PM ET Thu,  9 Nov 2017",GOP Sen. John Thune: We have a different 'structure' than the House tax plan,But Thune says the highlights of the Senate plan will be similar to House bill.,https://www.cnbc.com/2017/11/09/sen-john-thune-we-have-different-rate-structure-than-house-tax-plan.html
"7:25  AM ET Thu,  9 Nov 2017",Gary Cohn: Trickle-down is good for the economy,"With the tax-cut plan, Gary Cohn says, ""we're trying to solve [problems] for middle-income, hardworking families.""",https://www.cnbc.com/2017/11/09/gary-cohn-trickle-down-is-good-for-the-economy.html
"7:01  AM ET Thu,  9 Nov 2017","Gary Cohn: A year ago, I was advising companies to move out of the US","CEOs are the group most excited by the prospect of the tax reform, Gary Cohn says.",https://www.cnbc.com/2017/11/09/gary-cohn-a-year-ago-i-was-advising-companies-to-move-out-of-the-us.html
"7:23  AM ET Thu, 12 Oct 2017","Trump says the US is open to bilateral Canada, Mexico pacts if trade deal talks fail",U.S. President Donald Trump said he was open to bilateral trade pacts with either Canada or Mexico if a three-way deal cannot be reached.,https://www.cnbc.com/2017/10/12/trump-says-open-to-bilateral-canada-mexico-pacts-if-nafta-talks-fail.html
"6:30  AM ET Thu, 12 Oct 2017",US House to vote on $36.5 billion disaster relief package,"The House is expected to approve $36.5 billion in emergency relief for hurricane-hit areas as well as California, struck by devastating wildfires.",https://www.cnbc.com/2017/10/12/us-house-to-vote-on-disaster-relief-package.html
"9:50  AM ET Thu, 12 Oct 2017",US jobless claims fall to more than one-month low,The number of Americans filing for benefits fell to more than a one-month low last week as claims in Texas and Florida continued to decline.,https://www.cnbc.com/2017/10/12/us-weekly-jobless-claims-oct-7-2017.html
"8:42  AM ET Thu,  9 Nov 2017",Trump claims $250 billion China trade 'miracle' xe2x80x94 whether those deals live up to the lofty price tag is under question,President Donald Trump can return to the U.S. claiming to have snagged over $250 billion in deals from his maiden trip to Beijing.,https://www.cnbc.com/2017/11/09/trumps-250-billion-china-miracle-adds-gloss-to-off-kilter-trade.html
"4:34  AM ET Thu,  9 Nov 2017","Gradual rate hikes in the US are the best option, says Fed's Mester","A gradual increase in interest rates is the best way to deal with inflation and support the U.S. economy, Loretta Mester, president and CEO of the Federal Reserve Bank of Cleveland, told CNBC Thursday.",https://www.cnbc.com/2017/11/09/fed-rate-increases-fed-member-loretta-mester.html
"8:29  PM ET Wed,  8 Nov 2017",Senate panel sets Nov. 28 confirmation hearing for Fed chair nominee Powell,The U.S. Senate Banking Committee will hold a confirmation hearing for Federal Reserve chairman nominee Jerome Powell on Nov. 28.,https://www.cnbc.com/2017/11/08/us-senate-panel-sets-nov-28-confirmation-hearing-for-fed-chair-nominee-powell.html
"11:09  AM ET Thu,  9 Nov 2017",Jobless claims rise more than expected as the hurricane backlog clears,"The number of Americans filing for benefits rose more than expected last week, suggesting that claims processing disrupted by recent hurricanes has begun to improve.",https://www.cnbc.com/2017/11/09/us-weekly-jobless-claims-nov-4-2017.html
"8:21  AM ET Fri, 10 Nov 2017","GOP tax cut plan would add $1.7 trillion to the deficit, CBO projects","Under the GOP tax plan, U.S. debt would rise to 97.1 percent of GDP, according to the CBO.",https://www.cnbc.com/2017/11/08/house-tax-reform-plan-would-raise-deficit-by-1-point-7-trillion-cbo.html
"1:11  PM ET Wed,  8 Nov 2017",Why the housing market got no Trump bump,A look at why the U.S. housing market has not rallied as much as the stock market.,https://www.cnbc.com/2017/11/08/why-the-housing-market-got-no-trbump.html
"1:48  PM ET Tue,  7 Nov 2017",Fed Governor Quarles on regulations: 'We ought to be taking a fresh look at everything',Quarles is President Donald Trump's first appointment to the Federal Reserve board and was confirmed Oct. 5.,https://www.cnbc.com/2017/11/07/fed-governor-quarles-we-ought-to-be-taking-a-fresh-look-at-everything.html
"1:13  PM ET Tue,  7 Nov 2017","GOP tax cuts will not pay for themselves, add 'significantly' to US debt: Fitch report","Fitch says the GOP tax cuts may lead to only a ""short-term"" boost in economic output.",https://www.cnbc.com/2017/11/07/gop-tax-cuts-will-not-pay-for-themselves-add-to-us-debt-fitch-report.html
"5:15  AM ET Fri,  3 Nov 2017",US third quarter productivity fastest in three years,"U.S. worker productivity increased at its fastest pace in three years, holding down labor costs, but the trend in productivity growth remained moderate.",https://www.cnbc.com/2017/11/02/preliminary-q3-worker-productivity.html
"9:17  AM ET Wed,  1 Nov 2017","Private-sector job growth booms in October, with construction jobs surging in the wake of destructive hurricanes","The number of private sector jobs created in October rose more than expected, despite the impact of destructive hurricanes.rnrn",https://www.cnbc.com/2017/11/01/adp-us-private-sector-jobs-oct-2017.html
"12:05  PM ET Wed,  1 Nov 2017",Gah! The GOP is following the same strategy on taxes that doomed Obamacare repeal,"The GOP is trying a secretive strategy once againxe2x80x94this time on tax reform, Vox's Tara Golshan says. Will it work this time?",https://www.cnbc.com/2017/11/01/gop-same-strategy-on-taxes-that-doomed-obamacare-repeal-commentary.html
"3:45  AM ET Fri,  3 Nov 2017",Strength in numbers could help California in massive rebuilding effort after wildfire disaster,"Thousands of homes lost in the California wildfires could get built using a mass-production approach, saving costs and time, executives say.",https://www.cnbc.com/2017/11/01/production-scale-rebuilding-eyed-following-california-wildfires.html
"10:35  AM ET Wed,  1 Nov 2017",Cramer warns that Trump and GOP leaders have not thought through their tax plan,"""You have all these rigid Republicans in the House whom I think are going to veto anything that doesn't have something to pay for it,"" Jim Cramer says.",https://www.cnbc.com/2017/11/01/cramer-trump-and-gop-leaders-have-not-thought-through-their-tax-plan.html
"9:02  AM ET Fri,  3 Nov 2017","Service sector index eases from historic highs, construction spending posts surprise increase",Manufacturing economic activity eased in October after two months of momentum.,https://www.cnbc.com/2017/11/01/october-ism-nonmanufacturing-index-september-construction-spending.html
"10:04  AM ET Wed,  1 Nov 2017",Top House GOP tax writers delay their reform bill until Thursday for a 'few finishing touches',"House Republicans, in consultation with President Trump, have decided to postpone the release of their tax bill by one day.",https://www.cnbc.com/2017/10/31/the-gop-will-delay-releasing-its-tax-bill-until-thursday-congressional-sources.html
"2:43  PM ET Wed,  1 Nov 2017",Weekly mortgage applications fall 2.6% as rates move even higher,"Interest rates on home loans moved higher again last week, causing homebuyers and homeowners to back away from the mortgage market.",https://www.cnbc.com/2017/11/01/weekly-mortgage-applications-fall-as-rates-move-even-higher.html
"10:49  AM ET Mon, 30 Oct 2017",US consumer spending posts largest gain since 2009,"U.S. personal income rose 0.4 percent in September, up from the 0.2 percent increase reported for the previous month.",https://www.cnbc.com/2017/10/30/us-personal-income-sept-2017.html
"2:20  PM ET Mon, 30 Oct 2017",House Republicans reportedly considering phasing in corporate tax-rate reduction,"Republicans are considering phasing in a corporate tax-rate reduction in the House tax reform plan, according to a Bloomberg News report.",https://www.cnbc.com/2017/10/30/house-reportedly-considering-phasing-in-corporate-tax-rate-reduction.html
"10:00  AM ET Mon, 30 Oct 2017",A new survey shows high home prices are hitting first-time buyers harder than ever,"Home sales to first-time buyers fell to 34 percent in 2017, down from 35 percent in 2016, according to NAR data.",https://www.cnbc.com/2017/10/30/high-home-prices-hit-first-time-buyers-hard-as-student-loans-pile-up.html
"2:10  PM ET Mon, 30 Oct 2017",Trump tax overhaul under intensifying fire as Congress readies bill,President Donald Trump's plan for overhauling the U.S. tax system faced growing opposition from interest groups on Sunday.,https://www.cnbc.com/2017/10/30/trump-tax-overhaul-under-intensifying-fire-as-congress-readies-bill.html
"12:19  PM ET Fri, 27 Oct 2017",New White House report predicts corporate tax cuts will boost GDP by 3 to 5 percent,The report from the Council of Economic Advisers predicts that there will be even more growth once individual tax cuts are factored in.,https://www.cnbc.com/2017/10/27/new-white-house-report-predicts-corporate-tax-cuts-will-boost-gdp-by-3-to-5-percent.html
"10:20  PM ET Sun, 29 Oct 2017",The Fed and the ECB: Moving at different speeds in the same direction,"There are no urgent problems calling for a precipitous new Fed course, and there are still uncertainties, Michael Ivanovitch writes.",https://www.cnbc.com/2017/10/29/federal-reserve-and-ecb-current-monetary-policy-explained--commentary.html
"10:27  AM ET Fri, 27 Oct 2017","US economy grows 3 percent in the third quarter on inventories, trade",An increase in inventory investment and a smaller trade deficit offset a hurricane-related slowdown in consumer spending and a decline in construction.,https://www.cnbc.com/2017/10/27/first-reading-on-third-quarter-gdp-up-3-point-0-percent-vs-2-point-5-percent-rise-expected.html
"3:47  PM ET Fri, 27 Oct 2017",One of Jeffrey Gundlachxe2x80x99s favorite indicators is pointing to solid global growth,"The copper-gold ratio, a metric that is calculated by dividing the price of copper by the price of gold, is surging.",https://www.cnbc.com/2017/10/27/one-of-jeffrey-gundlachs-favorite-indicators-is-pointing-to-solid-global-growth.html
"12:12  PM ET Sat, 28 Oct 2017","Trump is leaning toward Jay Powell for next Fed chair, but remains undecided: Source","Trump is getting closer to naming the next Federal Reserve chair, with sources saying the pick is going to be Fed Governor Jay Powell.rn",https://www.cnbc.com/2017/10/27/trump-is-leaning-towards-jay-powell-for-next-fed-chair-source.html
"10:30  AM ET Fri, 27 Oct 2017",Consumer sentiment ticks down after hitting 7-month highs earlier in October,Consumer confidence was expected to hit 100.9 in October.,https://www.cnbc.com/2017/10/27/october-2017-us-consumer-sentiment-index.html
"5:50  AM ET Fri, 27 Oct 2017",US economy likely slowed by hurricanes in the third quarter,U.S. economic growth probably slowed in the third quarter as hurricanes Harvey and Irma restrained consumer spending and undercut construction activity.,https://www.cnbc.com/2017/10/27/us-economy-likely-slowed-by-hurricanes-in-third-quarter.html
"10:26  AM ET Thu, 26 Oct 2017",Trump apparently is having a hard time making up his mind for Fed chair,President Trump apparently has solidified his thinking and is now choosing between Jay Powell and Stanford economist John Taylor.,https://www.cnbc.com/2017/10/26/trump-apparently-is-having-a-hard-time-making-up-his-mind-for-fed-chair.html
"7:30  AM ET Mon,  9 Oct 2017",Rates are jumping as jobs report showed hidden signs of inflation,"U.S. government debt yields rose Friday, as investors received their first sign that inflation may be on the rise in the latest jobs report.",https://www.cnbc.com/2017/10/06/rates-are-jumping-as-jobs-report-showed-hidden-signs-of-inflation.html
"10:06  AM ET Fri,  6 Oct 2017",US wholesale inventories post biggest gain in 9 months,U.S. wholesale inventories were expected to rise by 1 percent in August.,https://www.cnbc.com/2017/10/06/wholesale-inventories-august-2017.html
"1:07  PM ET Fri,  6 Oct 2017",Treasury recommends looser financial market controls to encourage growth,The Treasury issued a report that laid out guidelines for loosening regulation in order to encourage growth of U.S. capital markets.,https://www.cnbc.com/2017/10/06/treasury-recommends-looser-financial-market-controls-to-encourage-growth.html
"9:32  AM ET Fri,  6 Oct 2017","Jobs fall by 33,000 in September as hurricanes hammer employment","Economists surveyed by Reuters expected payroll growth of 90,000 in September, versus the initially reported 156,000 in August.",https://www.cnbc.com/2017/10/06/us-lost-33000-jobs-in-sept-vs-90000-jobs-increase-expected.html
"9:39  AM ET Fri,  6 Oct 2017",Fed's Kaplan: I'm still open to Dec rate hike despite really weak Sept jobs report,"Dallas Fed President Robert Kaplan says he's ""open minded"" about an interest rate hike in December, but he's ""not there yet.""",https://www.cnbc.com/2017/10/06/feds-kaplan-despite-the-hurricane-impacted-weak-sept-jobs-number-labor-markets-are-tightening.html
"11:10  AM ET Thu,  5 Oct 2017",Quarles confirmed as Fed member; likely to go easier on banks,"Quarles will take over as overseer of the U.S. banking system, filling the role Daniel Tarullo had before he resigned in April.",https://www.cnbc.com/2017/10/05/senate-votes-to-confirm-randal-quarles-as-fed-board-member.html
"9:27  AM ET Thu,  5 Oct 2017",Fed's Harker: Economy still stuck in 2 percent growth until tax reform happens,"Despite his views on tepid growth ahead, Patrick Harker still believes the Fed should enact a rate hike this year.",https://www.cnbc.com/2017/10/05/feds-harker-says-its-still-a-2-percent-growth-economy-until-we-see-some-change-on-the-fiscal-side.html
"11:48  AM ET Thu,  5 Oct 2017","US won't be able to pay down debt until growth hits 4% again, says GOP policy chair","""Our number one target in these tax cuts should be what's the path to 4 percent growth,"" Rep. Luke Messer says.",https://www.cnbc.com/2017/10/05/us-wont-be-able-to-pay-down-debt-until-growth-hits-4-percent-gop.html
"10:06  AM ET Thu,  5 Oct 2017",US factory orders rise; core capital goods orders revised higher,The data suggested robust business spending could help offset some of the economic drag of Hurricanes Harvey and Irma.,https://www.cnbc.com/2017/10/05/us-factory-orders-rise-core-capital-goods-orders-revised-higher.html
"9:29  AM ET Thu,  5 Oct 2017",US jobless claims fall; trade deficit narrows on strong exports,"Hurricanes Harvey and Irma continued to impact the data, however, making it difficult to get a clear picture of the labor market.",https://www.cnbc.com/2017/10/05/us-weekly-jobless-claims-september-30-2017.html
"9:38  AM ET Thu,  5 Oct 2017",Plans for job cuts decline 27 percent from last year; retail leads year to date: Challenger report,The Challenger report says the year-to-date figure for the third quarter was the lowest since 1996.rn,https://www.cnbc.com/2017/10/05/retail-leads-layoffs-through-september-while-total-job-cuts-decline-27-percent-from-last-year.html
"8:52  AM ET Wed,  4 Oct 2017",Hurricanes stunt job growth as payrolls increase at lowest level in 11 months,"Private payrolls grew by 135,000 for the month, a sharp decline from the 228,000 in August, according to ADP and Moody's Analytics.",https://www.cnbc.com/2017/10/04/private-sector-job-growth-135k-in-september-vs.-125k-est.:-adp.html
"8:21  AM ET Wed,  4 Oct 2017",American optimism about the economy hits an all-time high in new CNBC survey,"The CNBC All-America Economic Survey found 43 percent of the public believes the economy is excellent or good, a record high for the survey.",https://www.cnbc.com/2017/10/03/american-optimism-about-the-economy-fails-to-lift-trumps-approval-ratings.html
"9:15  AM ET Wed,  4 Oct 2017","Hurricane disruptions could really slam Friday's government jobs data, says Barclays economist","""The Fed has already signaled the data is going to be noisy and they expect some weakness,"" Michael Gapen says.",https://www.cnbc.com/2017/10/04/hurricanes-could-really-hit-september-job-growth-says-barclays-economist.html
"7:21  AM ET Wed,  4 Oct 2017","Trump vows to wipe out Puerto Ricoxe2x80x99s debt, but can he really do that?",President Trump raised a prospect of making Puerto Rico's debt go away. It's far from clear whether he can to do that.,https://www.cnbc.com/2017/10/04/trump-vows-to-wipe-out-puerto-ricos-debt-can-he-do-that.html
"7:00  AM ET Wed,  4 Oct 2017",Mortgage demand stalls along with rates and sales,"Mortgage application volume slipped 0.4 percent last week, the Mortgage Bankers Association says.",https://www.cnbc.com/2017/10/04/weekly-mortgage-applications-stall-along-with-rates-and-home-sales.html
"9:36  AM ET Wed,  4 Oct 2017",Trump says Puerto Rico's debt will have to be wiped out,"In an interview with Fox News, President Donald Trump said that Puerto Rico's debt will have to wiped out.",https://www.cnbc.com/2017/10/03/trump-says-puerto-ricos-debt-will-have-to-be-wiped-out.html
"12:10  PM ET Wed,  4 Oct 2017",'Bond King' Gundlach believes Trump will pick 'easy money guy' Neel Kashkari for next Fed chief,The CEO of DoubleLine Capital spoke at Vanity Fair New Establishment Summit in Los Angeles Tuesday.,https://www.cnbc.com/2017/10/03/jeffrey-gundlach-believes-neel-kashkari-will-be-next-fed-chief.html
"6:04  AM ET Tue,  3 Oct 2017",Fed's Yellen says AIG's threat to the financial system's stability is lower after downsizing,"AIG poses less of a threat to financial stability because it shrank its assets by more than $500 billion, Fed Chair Janet Yellen said.",https://www.cnbc.com/2017/10/03/feds-yellen-says-aigs-threat-to-stability-is-reduced-after-downsizing.html
"12:47  PM ET Mon,  2 Oct 2017","Stressed retail industry plunging deeper into junk territory, S&P; says","The percentage of U.S. retailers with high-risk CCC ratings has doubled since the beginning of the year, according to a new report by S&P.;rn",https://www.cnbc.com/2017/10/02/stressed-retail-industry-plunging-deeper-into-junk-territory-sp-says.html
"2:29  PM ET Thu, 16 Nov 2017",Home builder confidence hits 8-month high in November,Home builder confidence rises as builders see more sales and increased buyer traffic.,https://www.cnbc.com/2017/11/16/home-builder-confidence-hits-8-month-high-in-november.html
"9:35  PM ET Wed, 15 Nov 2017",Morgan Stanley CEO: GOP plan for 20% corporate rate would stimulate the economy,"U.S. corporate taxes within the 20 percent range would be a plus for the economy, said Morgan Stanley's James Gorman.rn",https://www.cnbc.com/2017/11/15/morgan-stanley-ceo-james-gorman-on-us-economy.html
"9:10  AM ET Thu, 16 Nov 2017",US weekly jobless claims unexpectedly rise,The number of Americans filing for unemployment benefits unexpectedly rose last week.,https://www.cnbc.com/2017/11/16/us-weekly-jobless-claims-nov-11-2017.html
"8:41  AM ET Thu, 16 Nov 2017",US import prices rise less than expected in October,Import prices rose less than expected in October as an increase in the cost of imported petroleum and capital goods was offset by a decline in food prices.,https://www.cnbc.com/2017/11/16/us-import-prices-oct-2017.html
"10:53  AM ET Thu, 16 Nov 2017",Sen. Ron Johnson says he wants to fix the GOP tax bill so he can change his 'no' vote to a 'yes',"""In the current form, I wouldn't vote for it,"" the Wisconsin Republican says.",https://www.cnbc.com/2017/11/16/sen-ron-johnson-says-he-wants-to-fix-the-gop-tax-reform-bill-so-he-can-change-his-no-vote-to-a-yes.html
"11:12  AM ET Thu, 16 Nov 2017",US industrial production jumped in Oct as the hurricanes' impact was revised downward,Economists polled by Reuters expected industrial output to increase 0.5 percent in October.,https://www.cnbc.com/2017/11/16/industrial-production-october-2017.html
"6:24  AM ET Thu, 16 Nov 2017",Moderate Sen. Susan Collins is back in a prominent role in the Senate tax drama,Sen. Collins is back in the spotlight as a swing vote in the Senate as she questions combining a Republican tax-cut plan with a partial repeal of Obamacare.,https://www.cnbc.com/2017/11/16/moderate-collins-back-in-prominent-role-in-senate-tax-drama.html
"5:41  AM ET Thu, 16 Nov 2017","Beer, booze and a Harvey Weinstein tax make it into the latest Senate tax overhaul plan",Sex and booze made it into the congressional battle over taxes in a late-night revision.,https://www.cnbc.com/2017/11/16/beer-booze-and-a-harvey-weinstein-tax-make-it-into-the-latest-senate-tax-overhaul-plan.html
"11:10  AM ET Wed, 15 Nov 2017",CEOs raise doubts about Gary Cohn's top argument for cutting corporate taxes right in front of him,Business leaders called into question one of Cohn's top arguments for slashing the corporate tax rate to 20 percent.,https://www.cnbc.com/2017/11/15/ceos-raise-doubts-about-gary-cohns-top-argument-for-cutting-the-corporate-tax-rate-right-in-front-of-him.html
"1:28  PM ET Wed, 15 Nov 2017",The Senate's tweaked tax plan makes individual cuts temporary and corporate cuts permanent,The amended Senate Republican tax plan makes most individual tax changes temporary but makes a corporate reduction permanent.,https://www.cnbc.com/2017/11/15/orrin-hatch-changes-senate-republican-tax-reform-plan.html
"8:37  AM ET Wed, 15 Nov 2017","US consumer prices rise marginally, core CPI firming",U.S. consumer prices barely rose in October as the boost to gasoline prices from hurricane-related disruptions to Gulf Coast oil refineries were unwound.,https://www.cnbc.com/2017/11/15/us-consumer-price-index-oct-2017.html
"11:20  AM ET Wed, 15 Nov 2017",Paul Ryan: Senate will have to take lead on scrapping Obamacare individual mandate in the tax bill,House Speaker Paul Ryan notes that his members have voted to get rid of the individual mandate in the past.,https://www.cnbc.com/2017/11/15/paul-ryan-says-house-wont-repeal-individual-mandate-before-senate-does.html
"9:24  AM ET Wed, 15 Nov 2017",US retail sales unexpectedly rise on automobile purchases,Sales unexpectedly rose in October as an increase in purchases of motor vehicles and a range of other goods offset a decline in demand for building materials.,https://www.cnbc.com/2017/11/15/us-retail-sales-oct-2017.html
"7:30  AM ET Wed, 15 Nov 2017","The Fed doesn't understand what's happening to a key economic model, Fed's Evans says","There's one key economic model that the Federal Reserve has struggled to understand, Charles Evans, the president of the Federal Reserve Bank of Chicago, told CNBC on Wednesday.",https://www.cnbc.com/2017/11/15/the-federal-reserve-doesnt-understand-whats-happening-to-a-key-economic-model-feds-charles-evans-says.html
"6:46  AM ET Wed, 15 Nov 2017","Technology is invading nearly all US jobs, even lower-skilled occupations","The use of digital tools has increased in 517 of 545 occupations since 2002, with a striking uptick in many lower-skilled occupations, according to a study.",https://www.cnbc.com/2017/11/15/technology-is-dramatically-invading-nearly-all-us-jobs-even-lower-skilled-occupations.html
"7:02  AM ET Wed, 15 Nov 2017",Mortgage applications rise as rates briefly fall back,"Homeowners took advantage of a pullback in interest rates at the beginning of last week, the Mortgage Bankers Association says in its weekly report.",https://www.cnbc.com/2017/11/15/weekly-mortgage-applications-rise-as-rates-briefly-fall-back.html
"8:10  AM ET Tue, 14 Nov 2017",Top central bankers vow to talk investors out of easy money,Four of the world's top central bankers promised to keep guiding investors about future policy moves as they slowly withdraw extraordinary monetary stimulus.,https://www.cnbc.com/2017/11/14/top-central-bankers-vow-to-talk-investors-out-of-easy-money.html
"9:40  AM ET Tue, 14 Nov 2017","Services boost US producer prices, while underlying inflation is firming","U.S. producer prices rose more than expected in October, and there were also signs of steady increases in underlying wholesale inflation.",https://www.cnbc.com/2017/11/14/us-producer-price-index-oct-2017.html
"8:49  AM ET Tue, 14 Nov 2017",Janet Yellen admits the Fed can be confusing the public with its many voices,Janet Yellen says one of the challenges for the Fed is how its multiple members communicate with the public.,https://www.cnbc.com/2017/11/14/janet-yellen-admits-the-fed-could-be-confusing-the-public-with-its-many-voices.html
"2:46  PM ET Mon, 13 Nov 2017",Silicon Valley is freaking out about this provision in the Senate tax bill regarding stock options,Start-ups are worried about one part of the Senate's tax reform proposal that would hurt their ability to compete.,https://www.cnbc.com/2017/11/13/silicon-valley-is-freaking-out-about-options-provision-in-tax-bill.html
"8:46  AM ET Thu, 12 Oct 2017",President Trump just claimed stock market gains actually offset national debt. They don't,"The president claimed that rising market capitalization meant that ""maybe in a sense, we're reducing debt.""",https://www.cnbc.com/2017/10/12/trump-just-claimed-stock-market-gains-actually-offset-national-debt.html
"8:16  PM ET Wed, 11 Oct 2017","Trump promises to lower taxes for truckers xe2x80x94 and get rid of potholes, too",President Donald Trump makes lofty pledges about the Republican tax plan's benefits.,https://www.cnbc.com/2017/10/11/trump-promises-tax-cuts-in-pennsylvania-speech.html
"6:36  PM ET Wed, 11 Oct 2017",Powell odds-on favorite for Fed chair amid report Mnuchin is pushing for him,"Powell, a current Fed governor, is now the leading contender for the job, according to a prediction website.",https://www.cnbc.com/2017/10/11/powell-odds-on-favorite-for-fed-chair-amid-report-mnuchin-is-pushing-for-him.html
"7:53  AM ET Wed, 11 Oct 2017",Fed's Evans favors gradual approach to monetary normalization,"The Fed should adopt a gradual approach to normalizing its expansive monetary policy, U.S. central banker Charles Evans said on Wednesday.",https://www.cnbc.com/2017/10/11/feds-evans-says-fundamentals-for-the-us-economy-are-really-very-strong.html
"7:57  AM ET Wed, 11 Oct 2017",Three quarters of Americans favor higher taxes for wealthy: Poll,"Some three-quarters of Americans believe the wealthiest should pay more, Reuters/Ipsos polling shows.",https://www.cnbc.com/2017/10/11/three-quarters-of-americans-favor-higher-taxes-for-wealthy-reutersipsos-poll.html
"8:36  AM ET Wed, 11 Oct 2017",Mortgage applications drop 2.1% as interest rates hit highest level since July,"Most of the drop stemmed from a continued reduction in refinance activity, but applications to purchase a home also fell.",https://www.cnbc.com/2017/10/11/mortgage-applications-slide-as-interest-rates-hit-highest-since-july.html
"5:22  AM ET Wed, 11 Oct 2017",Fed's Kaplan says he is keeping an open mind on US rate hikes,Dallas Fed's Robert Kaplan said he will be looking for more signs of upward inflation as he weighs potential interest-rate hikes.,https://www.cnbc.com/2017/10/10/feds-kaplan-says-keeping-an-open-mind-on-u-s-rate-hikes.html
"7:26  AM ET Tue, 10 Oct 2017","US small-cap firms look to spend tax savings on tech, not jobs",Small businesses say they expected to spend their tax savings on technology that will allow them to improve productivity or make acquisitions rather than hire more workers.,https://www.cnbc.com/2017/10/10/us-small-cap-firms-look-to-spend-tax-savings-on-tech-not-jobs.html
"10:07  AM ET Tue, 10 Oct 2017",The GOPxe2x80x99s tax reform Bermuda Triangle,"The Republican party's three goals on tax reform are totally incompatible, Vox reports.",https://www.cnbc.com/2017/10/10/republican-tax-reform-plan-impossible-wont-solve-deficit.html
"7:01  AM ET Tue, 10 Oct 2017","Exuberance near a 40-year high, but no telling how long it will last","Signs are used by the bulls to justify their view that confidence in the economy and market is the driving force, not overvaluation.",https://www.cnbc.com/2017/10/10/exuberance-near-a-40-year-high.html
